company_id,person_id,company_ticker,company_name,last_name,first_name,middle_name,person_age,person_gender,is_ceo,is_chairman,is_private_firm,company_sector,company_industry,company_cfscore,total_donations,num_contributions,self_funded,total_dem_donations,total_rep_donations,percent_to_dem_donations,total_donations_2002,total_donations_2004,total_donations_2006,total_donations_2008,total_donations_2010,total_donations_2012,donations_to_incumbents,donations_to_open_seats,donations_to_challengers,donations_to_winners,donations_to_losers
3739277838,667434,ABC,Amerisourcebergen Corp,Gozon,richard,C,73.0,M,0,1,0,Healthcare,12,0.852009653,24250.0,3.0,0.0,0.0,2000.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,1250.0,1000.0,0.0,0.0,1000.0
5724204318,683886,ABC,Amerisourcebergen Corp,Collis,steven,H,50.0,M,1,0,0,Healthcare,12,0.478437398,72990.7,18.0,0.0,3667.0,10750.0,0.254,1000.0,0.0,14845.1,13365.0,17498.7,23358.9,16417.0,0.0,0.0,11417.0,1500.0
4138337545,738147,ABC,Amerisourcebergen Corp,Hagenlocker,edward,E,72.0,M,0,0,0,Healthcare,12,0.858245366,84800.0,87.0,0.0,4200.0,51600.0,0.075,2000.0,7000.0,2000.0,8100.0,2500.0,27500.0,11500.0,10350.0,17500.0,4750.0,6000.0
3733271898,189098,ABC,Amerisourcebergen Corp,Cotros,charles,H,74.0,M,0,0,0,Healthcare,12,0.940907843,21000.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0
53099043337,1506755,ABC,Amerisourcebergen Corp,Henney,jane,E,64.0,F,0,0,0,Healthcare,12,-1.117342169,1200.0,5.0,0.0,1200.0,0.0,1.0,0.0,0.0,0.0,850.0,0.0,0.0,0.0,0.0,850.0,0.0,850.0
54714114496,512338,ABC,Amerisourcebergen Corp,Hyle,kathleen,W,53.0,F,0,0,0,Healthcare,12,0.105671503,28538.71,11.0,0.0,1500.0,4250.0,0.261,0.0,281.48,2180.69,1507.28,14569.26,10000.0,1500.0,500.0,0.0,1000.0,1000.0
4018267534,12619751,ABC,Amerisourcebergen Corp,McGee,henry,W,58.0,M,0,0,0,Healthcare,12,-0.987687156,71092.62,35.0,0.0,57792.62,0.0,1.0,2000.0,1500.0,3400.0,40992.6,9300.02,11000.0,13500.02,25600.0,2000.0,3166.67,2333.35
3521206856,164049,ABC,Amerisourcebergen Corp,Gochnauer,richard,W,62.0,M,0,0,0,Healthcare,12,0.513176501,1500.0,2.0,0.0,500.0,1000.0,0.333,0.0,0.0,0.0,0.0,500.0,0.0,0.0,1500.0,0.0,0.0,500.0
-1,252180,ABC,Amerisourcebergen Corp,Long,michael,,53.0,M,0,0,0,Healthcare,12,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5533300775,247485,ABT,Abbott Laboratories,white,miles,d,57.0,M,1,1,0,Healthcare,12,0.66320218,477330.62,88.0,0.0,15450.0,266740.0,0.055,13140.0,34420.0,58916.0,65977.62,86290.0,185237.0,86600.0,35000.0,25400.0,88800.0,18200.0
2854944196,609326,ABT,Abbott Laboratories,fuller,h,laurance,73.0,M,0,0,0,Healthcare,12,0.764716554,117963.0,38.0,0.0,3000.0,72900.0,0.04,27250.0,15150.0,0.0,0.0,0.0,0.0,5250.0,7000.0,11500.0,5750.0,11000.0
52653851709,193417,ABT,Abbott Laboratories,austin,roxanne,s,51.0,F,0,0,0,Healthcare,12,-0.871975954,990.0,1.0,0.0,300.0,0.0,1.0,350.0,340.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,300.0,0.0
4673068269,1534240,ABT,Abbott Laboratories,farrell,w,james,70.0,M,0,0,0,Healthcare,12,0.645553915,225022.0,33.0,0.0,3000.0,116525.0,0.025,19984.0,14176.0,24412.0,4000.0,33200.0,127500.0,21000.0,7450.0,56000.0,25200.0,2250.0
55492889120,3375382,ABT,Abbott Laboratories,novakovic,phebe,n,54.0,F,0,0,0,Healthcare,12,0.182625382,105647.0,105.0,0.0,24300.0,36187.0,0.402,1470.0,4735.0,6300.0,25926.0,22186.0,40015.0,37905.0,10125.0,19100.0,28400.0,14375.0
3124080059,307890,ABT,Abbott Laboratories,tilton,glenn,f,63.0,M,0,0,0,Healthcare,12,-0.166560034,99040.0,31.0,0.0,21948.0,11500.0,0.656,694.0,11984.0,16984.0,25932.0,13736.0,28500.0,35300.0,0.0,8500.0,32300.0,1000.0
2839946357,372530,ABT,Abbott Laboratories,scott,samuel,c,67.0,M,0,0,0,Healthcare,12,-1.379215775,14900.0,8.0,0.0,13900.0,0.0,1.0,0.0,0.0,0.0,1000.0,2400.0,11000.0,11500.0,2400.0,1000.0,1500.0,1000.0
4598956195,291898,ABT,Abbott Laboratories,osborn,william,a,64.0,M,0,0,0,Healthcare,12,0.248670724,118750.0,41.0,0.0,22100.0,53650.0,0.292,10000.0,30000.0,9100.0,27600.0,22100.0,6000.0,8400.0,31900.0,5450.0,16000.0,14450.0
2425719055,32757736,ABT,Abbott Laboratories,alpern,robert,j,61.0,M,0,0,0,Healthcare,12,,250.0,1.0,0.0,0.0,0.0,,250.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,250.0,0.0
2900972320,198435,ABT,Abbott Laboratories,liddy,edward,m,66.0,M,0,0,0,Healthcare,12,0.670699844,36450.0,17.0,0.0,750.0,29200.0,0.025,5500.0,4000.0,10000.0,9200.0,0.0,0.0,3250.0,7600.0,1000.0,0.0,3000.0
52931996403,144638921,ABT,Abbott Laboratories,Blount,sally,E,50.0,F,0,0,0,Healthcare,12,-1.148645998,250.0,1.0,0.0,250.0,0.0,1.0,0.0,0.0,250.0,0.0,0.0,0.0,250.0,0.0,0.0,250.0,0.0
53925791791,20820493,ABT,Abbott Laboratories,McKinstry,nancy,,53.0,F,0,0,0,Healthcare,12,-1.148645998,2300.0,1.0,0.0,2300.0,0.0,1.0,0.0,0.0,0.0,2300.0,0.0,0.0,0.0,2300.0,0.0,0.0,0.0
4682070049,24207806,ACM,Aecom Technology,dionisio,john,m,64.0,M,1,1,0,Capital Goods,29,0.180125854,49600.0,19.0,0.0,7000.0,10500.0,0.4,8950.0,6000.0,7800.0,5800.0,5200.0,5100.0,6500.0,2750.0,500.0,3250.0,4000.0
5372399259,6323471,ACM,Aecom Technology,tishman,daniel,r,57.0,M,0,0,0,Capital Goods,29,-0.9286298,2279454.49,296.0,0.0,974964.92,91350.0,0.914,183950.0,485800.0,305300.0,271950.0,395906.15,531400.0,177600.0,47150.0,69900.0,142500.0,42050.0
